# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
0.61	2.50	3.00	5.25	3.75	7.75	8.50	0.75	3.75	1.25	1.00	1.50	1.00	2.50	2.75	0.75	1.00	-0.204590	0.074707	0.946777	-1.610000	6.370000	-1.190000	511.00	-0.08	-0.10	1.50	1.75	2.25	2.75	6.00	8.00	0.75	3.00	0.75	1.00	1.75	2.00	2.75	1.50	1.25	2.00	-0.124512	0.063965	0.980957	-2.310000	-3.640000	2.520000	417.00	-0.04	-0.14		
0.62	2.50	3.00	5.25	3.75	7.75	8.50	0.75	4.00	0.75	1.00	1.50	1.25	2.50	2.50	1.00	1.25	-0.201660	0.075684	0.950684	-1.680000	5.950000	-1.120000	512.00	-0.08	-0.11	1.50	2.00	2.00	2.25	6.00	7.75	0.50	3.25	0.75	1.00	1.75	2.00	3.00	1.25	1.00	2.00	-0.130371	0.070312	0.977539	-2.240000	-3.570000	2.590000	406.00	-0.04	-0.15		
0.63	2.50	3.00	5.25	4.00	7.75	8.50	0.75	3.75	1.00	0.75	1.25	1.25	2.50	2.50	0.75	1.00	-0.200195	0.072266	0.951172	-1.820000	6.090000	-1.260000	505.00	-0.09	-0.11	1.50	1.50	2.25	2.50	6.00	7.75	0.50	3.00	1.00	1.00	1.75	2.00	3.00	1.50	0.75	2.00	-0.122559	0.070801	0.969238	-2.100000	-3.430000	2.660000	406.00	-0.04	-0.14		
0.64	2.50	3.25	5.25	4.00	7.75	8.25	0.75	3.75	0.75	1.00	1.50	1.00	2.50	2.50	1.00	1.25	-0.198730	0.071777	0.951172	-1.820000	6.160000	-1.260000	508.00	-0.09	-0.11	1.50	2.00	2.00	2.25	6.00	8.00	0.75	3.25	0.75	1.00	1.75	2.00	3.25	1.50	1.00	2.00	-0.121582	0.067871	0.980469	-2.170000	-3.430000	2.660000	417.00	-0.04	-0.15		
0.65	2.50	3.00	5.25	3.75	7.50	8.50	0.75	3.75	0.75	0.75	1.25	1.25	2.25	2.75	0.75	1.25	-0.206055	0.072754	0.948730	-1.820000	6.230000	-1.190000	498.00	-0.09	-0.11	1.50	1.75	2.50	2.50	6.00	8.00	0.75	3.00	1.00	1.00	2.00	2.00	3.00	1.50	0.75	2.00	-0.127930	0.068359	0.979980	-2.310000	-3.430000	2.520000	420.00	-0.04	-0.14		
0.66	2.50	3.00	5.00	4.00	7.50	8.50	0.75	3.75	0.75	0.75	1.25	1.25	2.50	2.75	0.75	1.00	-0.207520	0.076172	0.953125	-1.820000	6.300000	-1.260000	499.00	-0.09	-0.11	1.75	1.75	2.50	2.50	5.75	8.00	0.75	3.25	0.75	1.25	2.25	2.25	3.00	1.50	1.00	2.25	-0.130859	0.071289	0.981445	-2.310000	-3.430000	2.590000	432.00	-0.04	-0.14		
0.67	2.25	3.00	5.00	3.75	7.75	8.50	0.75	3.75	0.75	0.75	1.50	1.00	2.25	2.75	1.00	1.25	-0.204590	0.071777	0.950684	-1.820000	6.160000	-1.330000	498.00	-0.08	-0.11	1.50	2.00	2.25	2.25	5.75	8.00	0.50	3.25	1.00	1.50	1.75	2.25	3.00	1.75	1.00	2.00	-0.125488	0.070801	0.979980	-2.310000	-3.430000	2.590000	424.00	-0.03	-0.14		
0.68	2.25	3.25	5.00	3.75	7.50	8.25	0.75	4.00	1.00	0.75	1.50	1.00	2.50	2.50	1.00	1.00	-0.205078	0.073730	0.954102	-1.820000	6.160000	-1.190000	501.00	-0.09	-0.11	1.50	1.75	2.00	2.25	6.00	8.00	0.75	3.00	0.75	1.25	2.00	2.25	3.00	1.50	1.00	2.00	-0.129395	0.066895	0.978516	-2.380000	-3.290000	2.520000	416.00	-0.03	-0.14		
0.69	2.50	3.00	5.25	3.50	7.50	8.50	0.75	3.75	1.00	1.00	1.50	1.25	2.50	2.75	1.00	1.00	-0.206543	0.072754	0.956055	-1.680000	6.160000	-1.120000	507.00	-0.08	-0.11	1.50	2.00	2.00	2.25	6.00	8.25	0.75	3.25	1.00	1.50	2.00	2.25	3.00	1.50	1.00	2.25	-0.123535	0.073730	0.980469	-2.450000	-3.220000	2.450000	432.00	-0.03	-0.14		
0.70	2.25	3.00	5.00	3.75	7.75	8.25	0.75	3.75	0.75	0.75	1.50	1.00	2.25	2.75	0.75	1.25	-0.199707	0.073242	0.947266	-1.610000	6.230000	-1.190000	493.00	-0.09	-0.11	1.50	1.75	2.00	2.00	6.00	8.00	0.75	3.25	1.00	1.25	2.00	2.25	3.00	1.50	0.75	2.25	-0.123535	0.068359	0.978516	-2.450000	-3.150000	2.520000	419.00	-0.03	-0.14		
0.71	2.25	2.75	5.00	3.25	7.50	8.25	0.75	4.00	1.00	0.75	1.50	1.00	2.50	2.50	1.00	1.25	-0.200195	0.072266	0.950195	-1.610000	6.160000	-1.190000	492.00	-0.08	-0.11	1.50	2.00	2.00	2.25	5.75	8.25	0.75	3.50	1.00	1.25	2.00	2.25	3.00	1.50	1.00	2.00	-0.127441	0.071289	0.975586	-2.380000	-3.220000	2.520000	429.00	-0.03	-0.15		
0.72	2.50	2.75	5.00	3.50	7.50	8.25	0.75	3.75	1.00	1.00	1.50	1.25	2.50	2.75	1.00	1.00	-0.202637	0.071777	0.955566	-1.610000	6.090000	-1.120000	499.00	-0.08	-0.11	1.50	1.75	2.25	2.50	5.75	8.00	0.75	3.25	1.00	1.25	2.00	2.25	3.00	1.50	1.25	2.00	-0.126953	0.069336	0.985352	-2.380000	-3.080000	2.590000	429.00	-0.03	-0.14		
0.73	2.25	3.25	5.00	3.50	7.75	8.25	0.75	4.00	1.00	0.75	1.50	1.25	2.50	2.50	0.75	1.25	-0.208984	0.073730	0.948730	-1.680000	6.020000	-1.260000	502.00	-0.08	-0.11	1.50	1.50	2.25	2.50	5.75	8.25	0.75	3.25	1.00	1.25	2.25	2.25	3.00	1.50	1.00	2.25	-0.144043	0.072754	0.961914	-2.520000	-2.870000	2.520000	431.00	-0.03	-0.14		
0.74	2.50	3.00	5.00	3.50	7.75	8.25	0.75	4.00	1.25	1.00	1.50	1.00	2.25	2.75	0.75	1.00	-0.204590	0.070801	0.957031	-1.750000	5.880000	-1.260000	504.00	-0.08	-0.10	1.50	1.75	2.00	2.25	5.75	8.00	0.50	3.50	0.75	1.25	2.00	2.00	3.00	1.50	1.00	2.00	-0.121582	0.067383	1.018066	-2.730000	-2.800000	2.520000	415.00	-0.04	-0.15		
0.75	2.50	3.00	5.00	3.50	7.50	8.25	0.75	4.00	1.25	0.75	1.25	1.25	2.50	2.50	0.75	1.00	-0.211914	0.073242	0.963379	-1.470000	6.090000	-1.190000	499.00	-0.08	-0.11	1.50	1.75	1.75	2.50	5.75	8.00	0.75	3.25	1.00	1.00	2.25	2.25	3.00	1.50	1.00	2.00	-0.126465	0.070801	0.961914	-2.520000	-2.660000	2.590000	421.00	-0.03	-0.15		
0.76	2.25	3.00	5.00	3.75	7.50	8.25	0.75	4.00	1.25	1.00	1.50	1.00	2.50	2.75	0.75	1.25	-0.203613	0.072266	0.923340	-1.470000	6.230000	-1.190000	505.00	-0.08	-0.11	1.50	0.75	2.00	2.00	5.75	8.00	0.50	3.25	1.00	1.25	2.25	2.50	3.25	1.50	1.00	2.25	-0.125000	0.068848	0.975586	-2.450000	-2.730000	2.520000	414.00	-0.02	-0.15		
0.77	2.25	2.75	5.00	3.50	7.75	8.25	0.75	4.00	1.00	1.00	1.50	1.00	2.50	2.75	0.75	1.25	-0.205566	0.076660	0.960449	-1.610000	6.090000	-1.190000	499.00	-0.08	-0.11	1.50	1.75	2.00	2.50	5.75	8.00	0.75	3.50	1.25	1.25	2.00	2.50	3.00	1.50	1.00	2.25	-0.125000	0.070312	0.979004	-2.450000	-2.730000	2.590000	434.00	-0.03	-0.14		
0.78	2.50	3.00	5.00	3.50	7.75	8.25	0.75	4.00	1.25	1.00	1.50	1.00	2.50	2.75	0.75	1.00	-0.206543	0.073242	0.956055	-1.610000	5.880000	-1.190000	506.00	-0.08	-0.11	1.50	1.75	2.00	2.50	5.75	8.00	0.75	3.25	1.00	1.25	2.25	2.25	3.25	1.50	0.75	2.00	-0.124512	0.070312	0.970703	-2.520000	-2.940000	2.520000	426.00	-0.03	-0.15		
0.79	2.25	3.00	5.00	3.50	7.75	8.25	0.75	4.00	1.25	1.00	1.50	1.25	2.25	2.25	0.75	1.00	-0.202148	0.071777	0.960449	-1.540000	5.880000	-1.120000	500.00	-0.08	-0.11	1.25	1.75	2.00	2.25	5.50	8.00	0.75	3.50	1.00	1.25	2.00	2.25	3.25	1.50	1.00	2.25	-0.125000	0.068359	0.974121	-2.660000	-3.010000	2.590000	423.00	-0.03	-0.15		
0.80	2.00	3.00	4.75	3.50	7.75	8.25	0.75	3.75	1.25	1.00	1.75	1.25	2.50	2.50	0.75	1.25	-0.205566	0.073730	0.954102	-1.610000	6.090000	-1.120000	499.00	-0.07	-0.11	1.50	1.75	2.00	2.00	5.50	8.00	0.75	3.00	0.75	1.00	2.25	2.25	3.25	1.50	1.00	2.25	-0.128906	0.070801	0.977051	-2.660000	-3.010000	2.590000	412.00	-0.03	-0.15		
0.81	2.25	2.75	5.00	3.50	7.75	8.50	0.75	4.00	1.25	0.75	1.50	1.25	2.75	2.75	1.00	1.00	-0.206055	0.074219	0.949707	-1.540000	6.230000	-1.120000	509.00	-0.07	-0.11	1.50	1.50	2.00	2.00	5.50	8.00	0.50	3.25	1.00	1.25	2.25	2.25	3.25	1.50	1.00	2.00	-0.131348	0.071289	0.974609	-2.660000	-3.150000	2.520000	414.00	-0.02	-0.15		
0.82	2.25	3.00	5.00	3.75	7.75	8.25	0.75	4.00	1.25	0.75	1.50	1.00	2.25	2.75	1.00	1.25	-0.199219	0.068359	0.957031	-1.610000	6.510000	-1.190000	506.00	-0.08	-0.11	1.75	1.75	2.00	2.25	5.75	8.00	0.50	3.25	0.75	1.25	2.00	2.25	3.25	1.50	1.00	2.00	-0.126465	0.066406	0.973633	-2.730000	-3.080000	2.520000	418.00	-0.03	-0.15		
0.83	2.25	3.00	5.00	3.50	7.75	8.25	0.75	4.25	1.25	0.75	1.50	1.25	2.25	2.75	1.00	1.00	-0.202637	0.067383	0.959961	-1.540000	6.720000	-1.260000	508.00	-0.08	-0.11	1.50	1.50	2.00	2.25	5.50	8.00	0.75	3.50	1.00	1.25	2.25	2.25	3.25	1.50	1.00	2.00	-0.119141	0.077148	0.971680	-2.590000	-3.080000	2.730000	424.00	-0.02	-0.15		
0.84	2.25	3.25	4.75	3.25	7.75	8.50	0.75	4.00	1.25	1.00	1.50	1.00	2.50	2.75	0.75	1.25	-0.204102	0.073730	0.953125	-1.540000	6.720000	-1.190000	504.00	-0.08	-0.11	1.50	2.25	2.00	2.00	5.75	8.25	0.75	3.25	1.00	1.25	2.25	2.50	3.25	1.50	1.00	2.25	-0.123535	0.073242	0.970215	-2.520000	-3.220000	2.730000	434.00	-0.03	-0.15		
0.85	2.25	2.75	5.00	3.00	7.75	8.25	0.75	4.00	1.25	1.00	1.50	1.00	2.50	2.75	0.75	1.00	-0.206055	0.074219	0.950684	-1.680000	6.860000	-1.260000	496.00	-0.08	-0.11	1.25	1.75	2.00	2.00	5.75	8.00	0.75	3.25	1.00	1.25	2.50	2.25	3.00	1.50	1.00	2.00	-0.119629	0.072266	0.975098	-2.380000	-3.710000	2.800000	421.00	-0.02	-0.14		
0.86	2.25	3.00	4.75	3.50	7.50	8.25	0.75	4.00	1.00	0.75	1.50	1.25	2.50	2.50	0.75	1.25	-0.202148	0.078125	0.951172	-1.680000	7.140000	-1.120000	494.00	-0.08	-0.12	1.50	1.75	2.00	2.00	5.75	8.50	0.50	3.50	1.00	1.00	2.25	2.50	3.25	1.50	1.00	2.25	-0.124512	0.071777	0.969238	-2.100000	-3.920000	3.010000	430.00	-0.03	-0.15		
0.87	2.50	2.50	4.75	3.50	7.50	8.00	0.75	3.75	1.25	0.75	1.50	1.25	2.50	2.50	1.00	1.25	-0.199219	0.072754	0.958008	-1.680000	7.280000	-1.050000	491.00	-0.08	-0.11	1.75	2.00	2.00	2.25	5.75	8.50	0.75	3.75	0.75	1.00	2.25	2.50	3.50	1.50	1.00	2.25	-0.122559	0.068359	0.973633	-1.820000	-4.200000	2.940000	444.00	-0.03	-0.16		
0.88	2.25	3.00	4.75	3.00	7.50	8.25	0.75	3.75	1.00	0.75	1.25	1.25	2.25	2.75	0.75	1.25	-0.208008	0.067871	0.957031	-1.750000	7.840000	-1.120000	482.00	-0.08	-0.11	1.50	2.00	2.25	2.50	5.75	8.50	0.75	3.75	0.75	1.00	2.25	2.50	3.50	1.25	1.00	2.00	-0.124512	0.074219	0.970703	-1.610000	-4.760000	3.080000	443.00	-0.04	-0.16		
0.89	2.00	3.00	4.75	3.25	7.50	8.00	0.75	3.75	1.25	0.75	1.50	1.00	2.25	2.75	0.75	1.25	-0.206543	0.072754	0.958984	-1.750000	8.610000	-1.120000	483.00	-0.08	-0.11	1.75	2.00	2.00	2.75	6.00	9.00	0.50	4.50	1.00	1.00	2.00	2.50	3.50	1.50	1.00	2.25	-0.121094	0.072754	0.977051	-1.260000	-5.320000	3.220000	466.00	-0.04	-0.16		
0.90	2.00	3.00	4.50	3.25	7.25	7.75	0.75	3.50	1.00	1.00	1.50	1.00	2.25	2.75	1.00	1.00	-0.203125	0.068359	0.955078	-2.030000	9.380000	-1.190000	471.00	-0.07	-0.11	1.75	1.75	2.25	3.00	6.25	9.25	0.75	4.50	0.75	1.25	2.00	2.50	3.75	1.25	1.00	2.25	-0.122070	0.071289	0.977051	-1.050000	-5.880000	3.290000	477.00	-0.04	-0.16		
0.91	2.00	3.00	4.50	3.25	7.25	7.75	0.75	3.50	1.00	0.75	1.50	1.00	2.25	2.50	0.75	1.00	-0.203613	0.070312	0.957031	-2.310000	9.870000	-1.050000	464.00	-0.08	-0.11	1.75	2.25	2.50	2.75	6.50	9.50	0.75	5.00	0.75	1.00	2.00	2.50	3.75	1.25	0.75	2.00	-0.122559	0.078125	0.979004	-0.700000	-6.020000	3.570000	489.00	-0.05	-0.17		
0.92	2.00	3.00	4.25	3.00	7.00	7.50	0.75	3.25	1.25	0.75	1.50	1.00	2.00	2.75	0.75	1.00	-0.202637	0.065430	0.946289	-2.100000	9.870000	-1.050000	452.00	-0.08	-0.10	1.75	2.00	2.75	3.25	6.50	10.00	0.75	5.25	0.50	1.00	2.25	2.50	4.00	1.25	1.00	2.00	-0.129883	0.081055	0.976074	-0.770000	-5.390000	3.710000	508.00	-0.05	-0.17		
0.93	2.00	2.75	4.25	2.75	7.00	7.25	0.75	3.25	1.00	1.00	1.25	1.00	2.25	2.75	0.75	1.00	-0.208496	0.065430	0.951660	-1.680000	9.590000	-1.120000	444.00	-0.07	-0.10	1.75	2.25	2.75	3.75	6.75	10.50	0.75	5.50	0.75	1.00	1.75	2.50	4.00	1.25	0.75	2.00	-0.119141	0.067871	0.977051	-0.420000	-4.480000	3.850000	523.00	-0.06	-0.17		
0.94	2.00	3.00	4.00	3.00	6.75	7.25	0.75	3.25	1.25	0.75	1.50	0.75	1.75	2.75	0.75	0.75	-0.209961	0.077148	0.952637	-1.470000	9.380000	-1.120000	438.00	-0.08	-0.10	2.00	2.50	2.50	3.75	6.75	10.75	0.50	5.75	0.50	0.75	1.50	2.25	4.00	1.00	0.75	2.00	-0.126465	0.070312	0.984863	0.210000	-3.500000	4.130000	515.00	-0.07	-0.18		
0.95	2.00	2.50	4.25	2.75	6.75	7.00	0.75	3.25	1.00	0.75	1.25	1.00	2.00	2.25	0.75	0.75	-0.212402	0.075195	0.954590	-1.120000	10.010000	-1.050000	425.00	-0.08	-0.10	2.25	3.00	3.00	4.50	7.00	11.50	0.50	5.75	0.25	0.50	1.50	2.25	4.00	1.00	0.75	2.00	-0.126953	0.073730	0.980957	0.980000	-2.380000	4.480000	541.00	-0.09	-0.18		
0.96	2.00	3.00	4.00	2.50	6.50	7.00	0.75	2.75	0.75	0.75	1.25	1.00	1.75	2.00	0.50	0.75	-0.215332	0.073242	0.954102	-0.560000	11.130000	-0.840000	404.00	-0.09	-0.10	2.50	2.50	3.25	5.00	7.00	12.00	0.50	6.25	0.00	0.50	1.50	2.25	4.00	0.75	0.75	1.75	-0.129883	0.076172	0.977051	2.380000	-1.470000	4.830000	553.00	-0.09	-0.19		
0.97	2.00	2.75	4.25	3.00	6.50	6.75	0.50	2.75	0.50	0.50	1.00	0.50	1.50	2.00	0.50	0.75	-0.210449	0.076660	0.954590	-0.070000	12.530000	-0.560000	387.00	-0.11	-0.10	2.50	3.00	3.50	5.25	7.00	12.50	0.50	6.50	0.00	0.25	1.25	2.25	4.00	0.50	0.50	1.50	-0.128418	0.051758	0.987793	4.690000	-0.700000	4.970000	561.00	-0.10	-0.19		
0.98	2.00	2.75	4.00	2.75	6.25	7.00	0.50	2.75	0.50	0.50	1.00	0.75	1.50	2.00	0.50	0.50	-0.218750	0.071777	0.947266	0.910000	14.280000	-0.210000	383.00	-0.10	-0.11	2.50	3.25	3.75	5.50	7.00	13.50	0.50	6.75	0.25	0.25	1.25	1.75	3.75	0.75	0.75	1.75	-0.132812	0.078613	0.986816	7.350000	0.700000	5.320000	586.00	-0.10	-0.19		
0.99	2.00	2.75	4.25	2.50	6.00	6.75	0.50	2.75	0.00	0.50	1.00	0.50	1.25	1.75	0.50	0.50	-0.215332	0.077637	0.951660	2.100000	15.960000	0.210000	364.00	-0.12	-0.11	3.00	3.50	4.00	6.00	7.00	14.00	0.50	7.25	0.00	0.25	1.00	1.75	4.00	0.75	0.50	1.50	-0.136230	0.077637	0.987305	9.380000	2.800000	5.880000	607.00	-0.12	-0.19		
1.00	2.00	2.50	4.00	3.00	5.75	6.75	0.50	2.50	0.25	0.50	0.75	0.50	1.00	1.75	0.50	0.50	-0.213379	0.080078	0.951172	3.010000	17.010000	0.560000	357.00	-0.12	-0.11	3.25	3.75	4.25	6.50	6.75	14.75	0.50	7.50	0.00	0.00	0.75	1.50	3.75	0.25	0.50	1.25	-0.136719	0.088867	1.000977	12.530000	5.740000	6.930000	614.00	-0.13	-0.19		
1.01	2.00	2.50	4.00	2.75	5.75	6.50	0.50	2.50	0.50	0.50	0.75	0.25	0.75	1.50	0.25	0.50	-0.219238	0.076172	0.952148	2.870000	16.450001	0.630000	345.00	-0.13	-0.10	3.50	4.25	4.25	7.25	6.75	15.75	0.25	7.50	0.00	0.25	0.50	1.25	3.75	0.25	0.50	1.25	-0.127441	0.087891	0.979492	18.410000	9.240000	7.280000	633.00	-0.14	-0.20		
1.02	1.75	2.50	4.50	3.00	5.75	6.50	0.50	2.25	0.25	0.25	0.75	0.00	1.00	1.25	0.25	0.25	-0.215332	0.071777	0.952637	2.660000	15.330000	0.420000	337.00	-0.14	-0.10	3.50	4.50	4.50	7.75	6.50	16.00	0.50	7.75	0.00	0.00	0.50	1.75	3.75	0.25	0.25	1.25	-0.114746	0.093750	0.979980	21.559999	10.150000	7.350000	652.00	-0.14	-0.20		
1.03	2.25	2.75	4.25	3.00	5.75	6.25	0.50	2.25	0.25	0.25	0.50	0.25	0.75	1.00	0.25	0.25	-0.216309	0.076660	0.941406	2.800000	14.560000	0.140000	335.00	-0.15	-0.10	3.75	4.75	4.50	8.00	6.25	16.75	0.25	8.00	0.00	0.00	0.50	1.25	4.00	0.50	0.25	1.25	-0.125000	0.093262	0.996094	23.940001	8.330000	6.790000	664.00	-0.14	-0.20		
1.04	2.25	2.75	4.25	3.00	5.50	6.75	0.50	2.00	0.25	0.00	0.75	0.00	0.75	1.25	0.25	0.25	-0.216309	0.079590	0.948730	2.940000	14.210000	0.140000	333.00	-0.15	-0.10	3.75	5.00	4.25	8.25	6.00	17.00	0.50	8.25	0.00	0.00	0.50	1.25	3.75	0.00	0.25	1.00	-0.130371	0.108398	0.976074	24.080000	6.370000	6.370000	666.00	-0.15	-0.20		
1.05	2.25	3.00	4.00	3.25	5.50	6.50	0.50	2.00	0.25	0.00	0.50	0.25	0.50	1.00	0.25	0.25	-0.226562	0.079590	0.942871	3.150000	13.440001	0.000000	328.00	-0.16	-0.10	3.75	5.00	4.00	8.75	6.00	17.25	0.25	8.25	0.00	0.00	0.25	1.00	3.75	0.25	0.00	0.75	-0.136230	0.103027	0.971191	23.799999	5.180000	6.230000	660.00	-0.15	-0.21		
1.06	2.25	3.25	4.25	3.50	5.50	6.50	0.50	2.00	0.25	0.00	0.50	0.00	0.75	0.75	0.25	0.25	-0.219238	0.080566	0.949219	3.220000	13.020000	-0.070000	334.00	-0.17	-0.10	3.75	5.00	4.00	9.00	5.75	17.50	0.25	8.25	0.00	0.00	0.25	1.00	3.75	0.00	0.00	0.75	-0.142090	0.111328	0.981445	23.030001	4.340000	5.950000	661.00	-0.16	-0.21		
1.07	2.50	3.00	4.25	3.25	5.50	6.75	0.50	2.00	0.00	0.00	0.25	0.25	0.50	0.75	0.25	0.25	-0.223145	0.073730	0.950195	3.010000	12.810000	-0.140000	328.00	-0.17	-0.11	3.75	5.00	4.00	9.00	5.50	17.50	0.25	8.25	0.00	0.00	0.25	1.25	3.50	0.00	0.25	0.75	-0.136719	0.114258	0.976074	21.629999	3.430000	6.020000	661.00	-0.15	-0.21		
1.08	2.50	3.25	4.25	3.50	5.50	6.75	0.50	1.75	0.00	0.00	0.50	0.00	0.50	0.75	0.25	0.25	-0.220215	0.086914	0.940430	2.100000	11.690000	-0.140000	330.00	-0.18	-0.10	3.75	5.00	4.00	9.00	5.25	17.50	0.25	8.25	0.00	0.00	0.00	0.75	3.25	0.25	0.00	0.75	-0.143555	0.127930	0.987793	19.879999	2.380000	5.740000	648.00	-0.16	-0.21		
1.09	2.75	3.25	4.50	4.00	5.50	6.75	0.50	2.00	0.00	0.00	0.25	0.00	0.50	1.00	0.25	0.25	-0.227539	0.081543	0.939453	1.470000	10.780000	0.140000	344.00	-0.18	-0.10	3.75	5.00	3.75	9.00	4.75	17.50	0.25	8.25	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.50	-0.130859	0.134277	0.968262	15.750000	-0.210000	5.110000	637.00	-0.16	-0.21		
1.10	2.50	3.50	5.00	4.25	5.50	6.75	0.50	2.00	0.00	0.00	0.25	0.00	0.25	0.75	0.00	0.25	-0.221191	0.086426	0.932129	0.070000	9.730000	0.420000	345.00	-0.19	-0.10	3.75	5.00	3.75	9.25	4.75	17.25	0.25	8.25	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.50	-0.130859	0.134277	0.968262	15.750000	-0.210000	5.110000	637.00	-0.16	-0.21		
1.11	3.00	4.00	5.00	4.25	5.50	7.25	0.50	1.75	0.00	0.00	0.25	0.00	0.50	0.75	0.00	0.00	-0.229492	0.082031	0.941895	-1.610000	9.100000	0.840000	357.00	-0.20	-0.10	3.50	4.75	3.25	9.00	4.25	17.25	0.25	8.25	0.00	0.00	0.25	0.75	2.75	0.00	0.00	0.25	-0.140625	0.125488	0.970215	10.570000	-2.380000	4.270000	614.00	-0.16	-0.22		
1.12	3.00	3.75	5.25	4.25	5.50	7.50	0.50	2.00	0.00	0.00	0.50	0.00	0.50	0.75	0.25	0.00	-0.228027	0.079102	0.944824	-0.980000	8.610000	1.190000	369.00	-0.19	-0.10	3.25	4.75	3.00	9.00	4.00	17.00	0.25	8.00	0.00	0.00	0.00	0.75	2.75	0.00	0.00	0.25	-0.145020	0.133301	0.961426	7.280000	-2.870000	3.500000	597.00	-0.16	-0.22		
1.13	3.25	3.75	5.25	5.00	5.50	7.75	0.50	2.00	0.00	0.00	0.50	0.00	0.50	0.50	0.00	0.00	-0.229492	0.078613	0.947266	-0.000000	8.120000	1.190000	378.00	-0.20	-0.11	2.75	4.25	2.75	8.75	3.75	16.75	0.25	8.00	0.00	0.00	0.00	1.00	2.25	0.00	0.00	0.25	-0.141602	0.127930	0.952637	3.920000	-2.940000	2.730000	575.00	-0.16	-0.22		
1.14	3.75	4.25	5.25	5.25	5.75	8.25	0.50	2.25	0.00	0.00	0.25	0.00	0.25	0.25	0.25	0.00	-0.232910	0.079102	0.946289	1.190000	7.630000	1.610000	398.00	-0.21	-0.11	2.50	4.00	2.50	8.25	3.25	16.25	0.25	8.00	0.00	0.00	0.00	0.50	2.50	0.00	0.00	0.25	-0.132812	0.128906	0.942871	0.070000	-2.380000	1.680000	547.00	-0.16	-0.23		
1.15	3.50	4.50	5.50	5.75	5.75	8.75	0.50	2.25	0.00	0.00	0.25	0.00	0.50	0.50	0.25	0.00	-0.229980	0.088379	0.938477	1.890000	6.790000	1.890000	416.00	-0.20	-0.11	2.50	3.50	2.25	8.00	3.00	15.75	0.25	7.75	0.00	0.00	0.00	0.75	2.50	0.00	0.00	0.25	-0.128906	0.140625	0.922852	-5.250000	-0.070000	0.280000	528.00	-0.15	-0.23		
1.16	4.25	5.00	6.00	6.00	6.00	9.25	0.50	2.50	0.00	0.00	0.25	0.25	0.50	0.50	0.00	0.25	-0.229492	0.083984	0.947266	1.960000	5.670000	2.100000	450.00	-0.21	-0.11	2.25	3.00	2.00	7.50	3.00	15.25	0.25	7.75	0.00	0.00	0.00	0.75	2.25	0.00	0.00	0.00	-0.131348	0.144043	0.926758	-11.830000	3.290000	-0.770000	503.00	-0.15	-0.24		
1.17	5.00	5.25	6.50	6.75	6.25	10.25	0.25	2.75	0.00	0.00	0.25	0.00	0.75	0.50	0.00	0.25	-0.219238	0.086426	0.955566	3.500000	4.830000	2.170000	487.00	-0.21	-0.12	1.75	2.75	1.75	6.75	2.75	14.50	0.25	7.50	0.00	0.00	0.00	0.75	2.25	0.00	0.00	0.00	-0.136230	0.137695	0.951660	-20.020000	6.020000	-1.820000	470.00	-0.15	-0.24		
1.18	5.75	5.50	6.50	8.00	6.25	11.25	0.50	3.25	0.00	0.00	0.50	0.25	0.75	0.50	0.00	0.25	-0.215820	0.080566	0.941895	4.550000	3.500000	1.890000	538.00	-0.21	-0.12	2.00	2.00	1.50	6.00	2.75	13.75	0.25	7.25	0.00	0.00	0.00	0.75	2.50	0.00	0.00	0.25	-0.128418	0.123047	0.965820	-26.600000	6.580000	-3.500000	447.00	-0.14	-0.24		
1.19	6.00	6.50	7.25	8.75	6.75	12.25	0.50	4.00	0.00	0.00	0.25	0.25	0.75	0.50	0.00	0.25	-0.227051	0.086914	0.943848	2.520000	0.210000	0.980000	592.00	-0.21	-0.13	1.50	2.00	1.25	5.25	2.25	12.50	0.25	7.00	0.00	0.00	0.00	0.75	2.50	0.00	0.00	0.00	-0.126465	0.115723	0.965332	-32.270000	5.250000	-5.180000	406.00	-0.13	-0.25		
