# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]
1.22	3.00	5.00	1.50	3.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.171875	0.040527	0.948730	4.410000	4.620000	-0.630000	135.00	-0.35	-0.09
1.23	3.50	5.00	1.00	3.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.178711	0.033203	0.956055	2.030000	5.110000	-0.840000	134.00	-0.35	-0.09
1.24	3.25	5.25	1.00	2.75	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.177246	0.033691	0.950684	-0.070000	5.600000	-1.050000	134.00	-0.35	-0.10
1.25	3.25	5.25	1.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.171875	0.038086	0.954590	-4.550000	6.860000	-1.610000	137.00	-0.35	-0.10
1.26	3.25	5.00	1.25	3.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.169922	0.035156	0.950195	-7.280000	7.700000	-1.820000	143.00	-0.34	-0.10
1.27	3.25	5.00	1.25	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.183105	0.035156	0.969238	-9.170000	7.980000	-1.960000	137.00	-0.35	-0.10
1.28	3.50	5.00	1.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185059	0.021973	0.974609	-7.980000	7.280000	-2.100000	137.00	-0.35	-0.10
1.29	3.25	5.00	1.25	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.189453	0.025879	0.967285	-5.810000	6.370000	-1.960000	143.00	-0.34	-0.10
1.30	3.50	5.00	1.25	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185059	0.027832	0.961914	-4.480000	6.090000	-1.680000	145.00	-0.34	-0.10
1.31	3.25	5.25	1.25	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.188477	0.024414	0.963867	-3.220000	6.160000	-1.470000	145.00	-0.34	-0.10
1.32	3.50	4.75	1.25	3.25	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.181641	0.021484	0.964355	-2.170000	6.160000	-1.470000	146.00	-0.34	-0.10
1.33	3.50	5.25	1.25	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185059	0.026855	0.968262	-1.120000	5.880000	-1.400000	148.00	-0.34	-0.10
1.34	3.50	5.25	1.50	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.182617	0.021973	0.961426	-0.140000	5.950000	-1.260000	151.00	-0.34	-0.10
1.35	3.50	5.25	1.25	3.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.184570	0.024902	0.958008	-0.070000	6.090000	-1.260000	153.00	-0.34	-0.10
1.36	3.25	5.00	1.00	3.00	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.175781	0.026367	0.962891	-0.210000	6.650000	-1.330000	140.00	-0.34	-0.11
1.37	3.25	5.25	1.25	3.50	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.181641	0.030762	0.960449	-0.210000	6.580000	-1.400000	151.00	-0.34	-0.11
1.38	3.50	5.25	1.25	3.00	0.00	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.186523	0.031250	0.967285	-0.210000	6.790000	-1.260000	150.00	-0.34	-0.10
1.39	3.25	5.25	1.25	3.25	0.00	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.185059	0.024414	0.964355	-0.070000	6.650000	-1.120000	148.00	-0.34	-0.11
1.40	3.25	5.00	1.25	3.25	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.179688	0.021973	0.964355	0.140000	6.790000	-1.190000	143.00	-0.34	-0.10
1.41	3.25	5.00	1.25	3.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.181641	0.032715	0.945312	0.280000	6.720000	-1.190000	140.00	-0.34	-0.10
1.42	3.25	5.00	1.00	3.00	0.00	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.183105	0.026855	0.960938	0.560000	6.860000	-1.050000	137.00	-0.34	-0.10
1.43	3.25	5.00	0.75	3.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.192871	0.024414	0.964355	-0.630000	7.770000	-1.190000	132.00	-0.35	-0.10
1.44	2.75	4.50	0.75	2.75	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.214355	0.000488	0.952148	-1.190000	8.330000	-1.610000	119.00	-0.35	-0.11
1.45	2.50	4.00	0.75	2.50	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.169922	0.033691	0.949219	-2.240000	9.170000	-1.610000	109.00	-0.34	-0.11
1.46	2.25	3.75	0.50	2.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.177246	0.025879	0.953613	-6.230000	12.740000	-2.450000	88.00	-0.36	-0.10
1.47	1.75	2.50	0.00	1.50	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.164062	0.029785	0.963379	-6.650000	14.840000	-2.380000	60.00	-0.37	-0.10
1.48	1.00	1.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.149902	0.020020	0.965820	-6.020000	17.430000	-3.080000	35.00	0.00	0.00
1.49	0.50	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.174316	0.034180	1.005371	-5.530000	20.160000	-4.900000	14.00	0.00	0.00
1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.167969	0.030762	0.974121	-3.290000	21.350000	-6.440000	0.00	0.00	0.00
1.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.269531	0.074707	0.996582	-0.280000	23.660000	-8.400000	0.00	0.00	0.00
1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.286621	-0.055664	0.966797	3.430000	30.450001	-12.810000	0.00	0.00	0.00
1.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.101562	-0.060059	1.438477	21.350000	54.950001	-24.850000	0.00	0.00	0.00
1.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.046875	0.189453	1.415039	64.820000	149.169998	-34.650002	0.00	0.00	0.00
1.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.047852	0.254883	1.453613	79.590004	214.339996	-56.910000	0.00	0.00	0.00
1.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.040039	0.339355	1.477051	86.519997	248.919998	-79.099998	0.00	0.00	0.00
1.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.175781	0.597168	1.505371	96.949997	245.630005	-95.970001	0.00	0.00	0.00
1.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.069824	0.565430	1.821777	86.519997	217.419998	-119.559998	0.00	0.00	0.00
1.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.705078	0.585938	1.758789	56.770000	192.220001	-134.680008	0.00	0.00	0.00
1.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.134766	1.073242	1.978516	-8.050000	150.080002	-131.880005	0.00	0.00	0.00
1.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.296875	1.358887	1.786621	-46.970001	98.419998	-105.209999	0.00	0.00	0.00
1.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.335938	1.247070	1.260254	-33.250000	47.599998	-74.480003	0.00	0.00	0.00
1.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.335938	0.989258	0.823242	-3.430000	23.730000	-55.720001	0.00	0.00	0.00
1.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.327148	0.870605	0.936035	20.790001	14.210000	-44.590000	0.00	0.00	0.00
1.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.315918	0.602539	1.117676	38.009998	-4.340000	-35.490002	0.00	0.00	0.00
1.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.315918	0.553223	1.117676	51.590000	-29.820000	-28.000000	0.00	0.00	0.00
1.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.141602	0.322754	1.023438	69.160004	-67.410004	-18.900000	0.00	0.00	0.00
1.68	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.057617	0.262207	1.075684	76.440002	-79.940002	-13.930000	0.00	0.00	0.00
1.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.955078	0.211914	1.176270	82.879997	-91.349998	-6.090000	0.00	0.00	0.00
1.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.834961	0.182617	1.253418	86.239998	-102.760002	4.620000	0.00	0.00	0.00
1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.707031	0.191895	1.332031	86.029999	-114.169998	17.920000	0.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.550293	0.236328	1.375000	85.820000	-125.790001	32.480000	0.00	0.00	0.00
1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.397461	0.258789	1.385742	87.010002	-137.130005	47.320000	0.00	0.00	0.00
1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.228516	0.263184	1.342285	87.150002	-144.899994	60.689999	0.00	0.00	0.00
1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.060059	0.246094	1.283203	84.769997	-146.649994	71.680000	0.00	0.00	0.00
1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.091309	0.233398	1.197266	79.660004	-141.680008	80.779999	0.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.208984	0.210449	1.181641	70.980003	-131.389999	87.639999	0.00	0.00	0.00
1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.307129	0.217773	1.223145	61.459999	-119.139999	93.309998	0.00	0.00	0.00
1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.370117	0.219727	1.336426	54.459999	-109.480003	98.769997	0.00	0.00	0.00
1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.409668	0.250977	1.506836	50.189999	-106.400002	105.139999	0.00	0.00	0.00
1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.451172	0.268066	1.677734	47.950001	-112.419998	113.260002	0.00	0.00	0.00
1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.508301	0.248047	1.754883	41.720001	-126.209999	123.760002	0.00	0.00	0.00
1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.098145	-0.552246	1.215820	-25.200001	-128.100006	119.139999	0.00	0.00	0.00
1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.403320	-0.250000	0.600098	-66.849998	-106.400002	118.440002	0.00	0.00	0.00
1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.670410	0.186523	1.378906	-46.759998	-105.349998	113.190002	0.00	0.00	0.00
1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.638672	-0.055176	1.013672	0.560000	-112.629997	107.449997	0.00	0.00	0.00
1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.052734	-0.249023	0.424805	-21.490000	-97.019997	82.529999	0.00	0.00	0.00
1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.296875	-0.179199	0.127441	-41.090000	-72.519997	70.139999	0.00	0.00	0.00
1.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.496582	-0.207520	0.003418	-52.080002	-40.810001	53.340000	0.00	0.00	0.00
1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.972656	-0.320801	-0.314453	-62.439999	-2.100000	30.240000	0.00	0.00	0.00
1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.343262	-0.419922	-0.498535	-74.059998	48.369999	1.190000	0.00	0.00	0.00
1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.694336	-0.532715	-0.572266	-90.510002	109.270004	-34.790001	0.00	0.00	0.00
1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.942383	-0.224121	0.443359	-132.369995	183.820007	-76.510002	0.00	0.00	0.00
1.94	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.318359	0.942383	2.444824	-213.149994	212.449997	-85.750000	2.00	0.00	0.00
1.95	0.50	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.403320	1.427734	2.312988	-187.039993	154.490005	-41.160000	14.00	0.00	0.00
1.96	0.75	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.022461	0.539062	0.150879	-146.160004	113.190002	9.170000	22.00	0.00	0.00
1.97	1.25	2.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.399902	-0.077148	0.228516	-114.660004	181.860001	37.869999	36.00	0.00	0.00
1.98	1.50	2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.395996	-1.019531	1.509277	-85.610001	244.790009	38.500000	36.00	0.00	0.00
1.99	2.25	2.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.578125	-0.793457	2.097168	-64.750000	222.110001	-1.750000	49.00	0.00	0.00
2.00	2.50	2.75	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.885254	0.338379	3.905273	-71.470001	148.399994	-36.540001	59.00	-0.39	-0.05
2.01	3.25	4.25	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.379883	-0.005859	0.983398	-66.639999	8.120000	-12.530000	81.00	-0.40	-0.06
2.02	3.50	4.50	0.25	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.094238	-0.215332	0.963379	-52.009998	-17.290001	-1.610000	91.00	-0.39	-0.06
2.03	3.75	4.50	0.75	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.184082	-0.063477	0.974121	-31.219999	-16.450001	-6.300000	102.00	-0.38	-0.05
2.04	4.00	5.00	0.75	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.324219	0.010742	0.990723	-21.070000	-13.580000	-5.530000	112.00	-0.38	-0.05
2.05	4.00	5.25	1.25	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.093750	-0.042969	0.992676	-18.059999	-7.350000	-2.800000	123.00	-0.37	-0.05
2.06	4.50	5.25	1.75	2.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.167480	0.063477	0.959961	-14.490000	-4.900000	-3.990000	140.00	-0.36	-0.04
2.07	4.25	5.25	1.75	2.50	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.200195	0.081543	0.946289	-13.020000	-3.360000	-3.920000	149.00	-0.32	-0.03
2.08	4.50	5.25	1.75	2.75	0.25	0.25	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.163574	-0.029785	0.960449	-12.180000	-2.100000	-3.570000	162.00	-0.31	-0.04
2.09	4.50	5.00	2.00	2.75	0.50	0.25	0.00	0.00	1.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.169434	-0.002930	0.980469	-10.570000	0.770000	-3.710000	172.00	-0.28	-0.02
2.10	4.00	5.25	2.25	2.75	0.75	0.50	0.25	0.00	1.75	0.50	0.00	0.00	0.00	0.50	0.00	0.00	-0.170410	0.007812	0.955078	-10.780000	1.680000	-4.060000	195.00	-0.23	-0.00
2.11	4.00	5.25	2.50	2.50	1.00	0.75	0.25	0.00	2.00	0.50	0.00	0.00	0.00	0.50	0.00	0.00	-0.173828	-0.002930	0.964355	-10.850000	2.310000	-4.060000	204.00	-0.22	0.00
2.12	4.00	4.50	2.50	2.00	1.25	1.00	0.50	0.00	2.00	0.75	0.00	0.00	0.00	1.00	0.00	0.00	-0.166992	-0.017578	0.963379	-9.800000	3.290000	-3.430000	207.00	-0.18	0.02
2.13	3.50	4.75	2.25	2.50	1.50	0.75	0.50	0.00	2.50	0.75	0.00	0.00	0.00	0.75	0.00	0.00	-0.159180	-0.016602	0.964355	-8.540000	5.390000	-3.080000	212.00	-0.18	0.02
2.14	3.25	4.25	2.25	2.00	1.75	0.75	0.75	0.00	3.00	1.00	0.00	0.00	0.00	1.75	0.00	0.00	-0.168945	-0.013184	0.963867	-7.840000	7.420000	-2.730000	223.00	-0.12	0.05
2.15	3.00	3.75	2.00	1.75	1.75	0.75	0.75	0.00	3.50	1.50	0.00	0.00	0.00	2.00	0.00	0.00	-0.171875	-0.009277	0.960449	-7.210000	8.260000	-2.520000	224.00	-0.08	0.06
2.16	2.50	3.25	2.00	1.50	1.50	0.50	1.00	0.00	4.25	1.50	0.00	0.00	0.00	2.50	0.00	0.00	-0.170898	-0.004883	0.970215	-6.300000	8.960000	-2.170000	224.00	-0.04	0.09
2.17	2.00	2.75	1.50	1.25	1.75	0.50	1.25	0.00	4.25	1.75	0.00	0.00	0.00	2.75	0.00	0.00	-0.167480	-0.003906	0.967285	-5.740000	9.520000	-1.820000	217.00	-0.00	0.10
2.18	1.75	1.75	1.25	0.50	1.75	0.25	1.25	0.00	4.75	2.00	0.25	0.00	0.00	3.00	0.00	0.00	-0.168945	-0.006836	0.964355	-5.740000	9.870000	-1.820000	206.00	0.06	0.13
2.19	1.00	1.25	0.75	0.00	1.75	0.25	1.50	0.00	5.00	2.25	0.25	0.00	0.00	3.75	0.00	0.00	-0.170898	-0.000977	0.969238	-5.740000	10.290000	-2.100000	198.00	0.12	0.16
2.20	0.50	0.75	0.75	0.00	1.75	0.00	1.75	0.00	5.50	2.50	0.25	0.00	0.00	4.00	0.25	0.00	-0.164551	-0.002441	0.968262	-5.880000	11.690000	-2.730000	203.00	0.16	0.17
2.21	0.50	0.00	0.50	0.00	1.50	0.00	2.00	0.00	6.25	2.75	0.25	0.00	0.00	5.00	0.25	0.00	-0.171387	-0.017090	0.960449	-6.090000	12.740000	-3.220000	216.00	0.20	0.19
2.22	0.00	0.00	0.25	0.00	1.50	0.00	2.00	0.00	6.75	3.00	0.50	0.00	0.00	5.25	0.25	0.00	-0.190430	-0.012207	0.966797	-6.090000	13.370000	-3.710000	222.00	0.23	0.19
2.23	0.00	0.00	0.00	0.00	1.25	0.00	2.25	0.00	7.00	3.25	0.25	0.00	0.00	5.50	0.25	0.00	-0.182129	-0.010254	0.964355	-5.530000	13.860000	-3.990000	225.00	0.24	0.20
2.24	0.00	0.00	0.00	0.00	1.00	0.00	2.25	0.00	7.50	3.75	0.50	0.00	0.00	6.25	0.25	0.00	-0.181152	-0.003906	0.944336	-4.900000	14.770000	-3.990000	243.00	0.25	0.19
2.25	0.00	0.00	0.00	0.00	0.50	0.00	2.50	0.00	7.75	4.00	0.75	0.00	0.00	6.75	0.25	0.00	-0.172363	0.011230	0.963867	-4.900000	16.100000	-3.780000	254.00	0.26	0.19
2.26	0.00	0.00	0.00	0.00	0.25	0.00	2.75	0.00	8.00	4.50	0.75	0.00	0.00	7.75	0.50	0.00	-0.205078	-0.023926	0.981445	-4.830000	17.570000	-3.920000	275.00	0.26	0.19
2.27	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	8.25	5.00	1.00	0.00	0.00	8.25	0.50	0.00	-0.175293	-0.012207	0.997070	-4.550000	18.830000	-4.690000	288.00	0.27	0.19
2.28	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	8.50	6.00	1.25	0.50	0.50	8.75	0.75	0.00	-0.179199	-0.027344	0.953613	-4.130000	20.299999	-4.970000	320.00	0.27	0.16
2.29	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	8.75	6.00	1.00	0.50	0.00	9.00	0.75	0.00	-0.199219	-0.057617	0.979492	-3.850000	22.049999	-5.390000	319.00	0.27	0.17
2.30	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	9.00	7.50	1.50	0.50	0.00	9.50	0.50	0.00	-0.165039	-0.020996	0.958984	-3.640000	24.570000	-6.230000	348.00	0.27	0.17
2.31	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	9.25	7.75	1.75	0.50	0.25	10.00	1.00	0.00	-0.208008	-0.008789	0.956055	-3.780000	25.549999	-6.650000	368.00	0.27	0.16
2.32	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	9.50	8.00	1.75	0.50	0.00	10.50	1.00	0.00	-0.196289	0.021973	0.939453	-3.150000	26.040001	-7.630000	373.00	0.27	0.16
2.33	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	9.75	8.25	2.25	0.75	0.25	11.00	1.00	0.25	-0.210449	0.036621	0.944824	-3.150000	27.650000	-8.890000	394.00	0.27	0.15
2.34	0.00	0.00	0.00	0.00	0.00	0.00	2.75	0.00	10.00	8.75	2.25	1.00	0.00	11.50	1.25	0.00	-0.157227	-0.006348	0.981934	-1.750000	31.920000	-10.150000	409.00	0.27	0.15
2.35	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	10.25	9.00	2.50	1.25	0.25	12.00	1.50	0.25	-0.269531	-0.003418	0.926758	-1.400000	36.610001	-10.080000	426.00	0.28	0.14
2.36	0.00	0.00	0.00	0.00	0.00	0.00	2.50	0.00	10.25	9.25	3.00	1.25	0.25	12.50	1.25	0.50	-0.205566	-0.058105	0.958984	-0.770000	41.439999	-9.450000	437.00	0.28	0.14
2.37	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	10.75	9.75	3.25	1.75	0.25	13.00	1.50	0.50	-0.211426	-0.025391	0.961426	0.140000	45.639999	-9.380000	460.00	0.28	0.13
2.38	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	11.00	10.00	3.25	1.50	0.50	13.50	1.75	0.75	-0.250977	-0.021973	0.968262	-0.840000	51.799999	-8.960000	474.00	0.28	0.13
2.39	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	11.25	10.25	4.00	1.75	0.25	14.25	1.75	1.00	-0.291504	-0.012695	0.960449	-1.820000	61.110001	-8.540000	492.00	0.28	0.13
2.40	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	11.50	10.50	4.75	1.75	0.50	15.00	2.25	1.00	-0.273438	-0.028320	0.948730	-2.590000	71.400002	-8.050000	515.00	0.29	0.12
2.41	0.00	0.00	0.00	0.00	0.00	0.00	1.75	0.00	11.75	11.00	5.00	2.00	0.50	15.50	2.50	1.25	-0.281738	-0.029297	0.971680	-1.120000	81.199997	-6.440000	537.00	0.29	0.11
