# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
1.28	0.00	0.00	0.25	0.00	0.00	0.00	0.25	5.25	0.00	0.25	0.75	2.50	8.00	1.00	0.00	1.00	-0.203125	0.127441	0.965820	-2.170000	-1.890000	1.960000	207.00	0.11	-0.34
1.29	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.25	0.50	0.00	0.75	2.75	7.75	1.25	0.00	1.00	-0.200684	0.123047	0.962402	-2.170000	-2.100000	1.960000	210.00	0.13	-0.33
1.30	0.00	0.00	0.00	0.00	0.25	0.00	0.25	5.25	0.25	0.25	1.00	2.75	7.75	1.25	0.00	1.00	-0.197754	0.124023	0.961426	-2.170000	-2.100000	1.890000	215.00	0.12	-0.32
1.31	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.25	0.25	0.00	1.00	2.75	7.75	1.25	0.00	1.00	-0.198730	0.122070	0.966797	-2.240000	-2.100000	1.960000	210.00	0.13	-0.33
1.32	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.00	0.25	0.00	1.00	3.00	8.00	1.25	0.25	1.00	-0.200195	0.120605	0.966309	-2.380000	-2.240000	1.890000	213.00	0.13	-0.33
1.33	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.25	0.50	0.00	0.75	2.75	8.00	1.25	0.00	0.75	-0.206055	0.123047	0.961426	-2.310000	-2.310000	1.960000	211.00	0.13	-0.33
1.34	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.25	0.25	0.00	0.75	3.00	7.75	1.25	0.00	1.00	-0.196289	0.124512	0.966309	-2.310000	-2.380000	1.960000	210.00	0.13	-0.34
1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.00	0.50	0.00	0.75	3.00	8.00	1.00	0.00	1.00	-0.197754	0.118652	0.965820	-2.240000	-2.660000	2.030000	209.00	0.13	-0.33
1.36	0.00	0.00	0.00	0.00	0.00	0.00	0.25	5.25	0.50	0.25	1.00	3.00	7.75	1.25	0.00	1.00	-0.202148	0.128906	0.960449	-2.240000	-2.730000	2.170000	218.00	0.13	-0.32
1.37	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.25	0.25	0.00	1.00	2.75	8.00	1.25	0.00	1.00	-0.202148	0.121094	0.964355	-2.380000	-3.080000	2.240000	217.00	0.12	-0.33
1.38	0.00	0.00	0.00	0.00	0.25	0.00	0.25	5.25	0.50	0.00	0.75	3.00	8.00	1.50	0.00	1.00	-0.198242	0.122070	0.965332	-2.310000	-3.290000	2.380000	220.00	0.13	-0.32
1.39	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.25	0.25	0.25	1.00	3.00	7.75	1.50	0.00	1.00	-0.203125	0.125000	0.967773	-2.450000	-3.500000	2.380000	223.00	0.12	-0.31
1.40	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.25	0.25	0.00	1.00	3.00	8.00	1.25	0.00	1.00	-0.199219	0.121582	0.966309	-2.520000	-3.850000	2.310000	220.00	0.12	-0.32
1.41	0.00	0.00	0.00	0.00	0.25	0.00	0.25	5.50	0.50	0.00	0.75	3.00	8.00	1.50	0.00	0.75	-0.195801	0.125977	0.968750	-2.450000	-4.130000	2.240000	222.00	0.12	-0.32
1.42	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.25	0.50	0.00	1.00	3.00	8.00	1.25	0.00	1.00	-0.201660	0.119141	0.970215	-2.450000	-4.480000	2.170000	223.00	0.12	-0.32
1.43	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.50	0.25	0.25	1.00	3.00	8.00	1.50	0.00	1.00	-0.198730	0.119629	0.964844	-2.520000	-4.900000	2.310000	229.00	0.12	-0.32
1.44	0.00	0.00	0.25	0.00	0.25	0.00	0.50	5.50	0.50	0.00	1.00	3.00	8.00	1.25	0.00	1.00	-0.197754	0.120117	0.962891	-1.890000	-5.040000	2.450000	231.00	0.12	-0.31
1.45	0.00	0.00	0.00	0.00	0.25	0.00	0.25	5.50	0.50	0.50	1.00	3.00	8.00	1.25	0.00	1.00	-0.197266	0.121094	0.964355	-1.680000	-5.530000	2.520000	230.00	0.13	-0.31
1.46	0.00	0.00	0.25	0.00	0.25	0.00	0.25	5.75	0.25	0.25	1.00	3.25	8.00	1.25	0.00	1.00	-0.202637	0.120605	0.961914	-1.470000	-5.950000	2.520000	233.00	0.12	-0.32
1.47	0.00	0.00	0.00	0.25	0.25	0.00	0.25	5.75	0.25	0.25	0.75	3.00	8.25	1.25	0.00	1.00	-0.201172	0.125000	0.963867	-1.260000	-6.230000	2.590000	230.00	0.11	-0.33
1.48	0.00	0.00	0.25	0.25	0.25	0.00	0.25	6.00	0.50	0.50	1.00	3.00	8.00	1.25	0.00	1.00	-0.197754	0.124023	0.961426	-1.330000	-6.440000	2.660000	243.00	0.11	-0.31
1.49	0.00	0.00	0.25	0.25	0.25	0.00	0.25	6.00	0.25	0.25	0.75	3.25	8.00	1.25	0.00	0.75	-0.196777	0.123535	0.961914	-1.540000	-6.440000	2.730000	235.00	0.11	-0.32
1.50	0.00	0.00	0.25	0.25	0.25	0.25	0.50	6.00	0.25	0.25	0.75	3.00	8.00	1.00	0.00	1.00	-0.198242	0.129395	0.971191	-1.890000	-6.510000	2.520000	239.00	0.10	-0.32
1.51	0.00	0.00	0.00	0.00	0.50	0.25	0.50	6.25	0.00	0.00	0.75	2.75	8.00	0.75	0.00	1.00	-0.201172	0.124512	0.957031	-1.610000	-6.440000	2.450000	229.00	0.10	-0.34
1.52	0.00	0.00	0.25	0.50	0.25	0.50	0.25	6.25	0.00	0.25	0.75	2.75	8.00	0.75	0.00	0.75	-0.196289	0.124512	0.966309	-2.240000	-5.670000	2.590000	235.00	0.08	-0.34
1.53	0.00	0.00	0.25	1.00	0.50	0.50	0.50	6.50	0.00	0.25	0.75	3.00	8.00	0.75	0.00	0.75	-0.196289	0.124512	0.966309	-2.240000	-5.670000	2.590000	253.00	0.07	-0.33
1.54	0.00	0.00	0.25	0.50	0.50	0.50	0.50	6.50	0.50	0.25	0.75	2.50	7.75	1.00	0.00	0.75	-0.199219	0.123047	0.973633	-2.800000	-5.390000	2.660000	249.00	0.09	-0.31
1.55	0.00	0.00	0.50	0.50	0.50	0.75	0.50	6.25	0.00	0.25	0.25	2.50	7.75	0.50	0.00	0.75	-0.197754	0.126465	0.964844	-3.570000	-4.760000	2.730000	235.00	0.07	-0.33
1.56	0.00	0.00	0.50	0.50	0.50	0.75	0.50	6.25	0.00	0.00	0.50	2.25	7.50	0.75	0.00	0.50	-0.192383	0.118164	0.970703	-3.850000	-4.760000	2.660000	230.00	0.07	-0.33
1.57	0.00	0.00	0.50	0.50	0.75	0.75	0.50	6.25	0.50	0.00	0.25	2.00	7.50	0.50	0.00	0.75	-0.200684	0.122559	0.969238	-3.990000	-4.480000	2.380000	234.00	0.06	-0.31
1.58	0.00	0.00	0.50	0.50	0.50	0.75	0.50	6.00	0.00	0.00	0.50	2.00	7.00	0.50	0.00	0.50	-0.193848	0.121582	0.970215	-4.130000	-4.060000	2.170000	218.00	0.06	-0.33
1.59	0.00	0.00	0.50	0.75	0.50	0.75	0.25	6.00	0.00	0.00	0.25	1.75	6.75	0.25	0.00	0.50	-0.194336	0.127441	0.965332	-4.410000	-3.570000	1.750000	207.00	0.05	-0.34
1.60	0.00	0.00	0.50	0.50	0.50	0.50	0.25	5.75	0.00	0.25	0.00	1.50	6.50	0.25	0.00	0.50	-0.186035	0.123047	0.967285	-4.620000	-2.730000	1.400000	193.00	0.05	-0.34
1.61	0.00	0.00	0.50	0.50	0.50	0.75	0.50	5.25	0.00	0.00	0.25	1.50	6.25	0.25	0.00	0.25	-0.201172	0.121094	0.974121	-4.130000	-1.820000	0.840000	188.00	0.05	-0.33
1.62	0.00	0.00	0.75	1.00	0.75	0.50	0.25	5.25	0.00	0.00	0.25	1.00	5.75	0.00	0.00	0.25	-0.197266	0.121094	0.970703	-3.500000	-0.770000	0.560000	181.00	0.02	-0.33
1.63	0.00	0.00	0.50	0.50	0.75	0.25	0.25	4.75	0.00	0.00	0.25	1.00	5.25	0.25	0.00	0.25	-0.202637	0.124512	0.969727	-2.100000	0.210000	0.700000	160.00	0.04	-0.33
1.64	0.00	0.00	0.25	0.50	0.25	0.25	0.25	4.25	0.00	0.00	0.00	1.00	4.75	0.00	0.00	0.25	-0.215332	0.135254	0.972168	0.560000	0.980000	0.490000	135.00	0.05	-0.36
1.65	0.00	0.00	0.50	0.25	0.25	0.00	0.25	3.25	0.00	0.00	0.00	0.75	3.75	0.00	0.00	0.00	-0.209473	0.124512	0.967773	3.150000	2.660000	0.910000	105.00	0.04	-0.34
1.66	0.00	0.00	0.25	0.50	0.25	0.00	0.00	2.50	0.00	0.00	0.25	1.00	3.00	0.00	0.00	0.00	-0.204590	0.115234	0.954102	6.930000	5.110000	2.030000	88.00	0.05	-0.35
1.67	0.00	0.00	0.00	0.50	0.25	0.00	0.00	1.75	0.00	0.00	0.25	0.75	2.50	0.00	0.00	0.00	-0.216309	0.125000	0.998535	12.180000	5.950000	3.220000	67.00	0.05	-0.36
1.68	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.25	0.00	0.00	0.00	0.75	1.75	0.00	0.00	0.00	-0.217773	0.100586	0.985352	24.219999	4.480000	5.740000	45.00	0.00	0.00
1.69	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.75	1.25	0.00	0.00	0.00	-0.240723	0.133789	1.088379	32.480000	2.730000	8.050000	33.00	0.00	0.00
1.70	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.50	0.75	0.00	0.00	0.00	-0.564453	0.326660	0.882812	31.219999	-2.590000	11.060000	18.00	0.00	0.00
1.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.75	0.00	0.00	0.00	-0.691406	0.343750	1.090332	41.439999	14.000000	13.300000	12.00	0.00	0.00
1.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.75	0.00	0.00	0.00	-0.891602	0.577637	0.963867	60.410000	27.230000	5.390000	13.00	0.00	0.00
1.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	-0.971191	0.418945	0.887695	79.099998	38.150002	-6.860000	4.00	0.00	0.00
1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	-1.018555	0.182129	0.928223	8.610000	62.020000	-15.750000	5.00	0.00	0.00
1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	-0.966797	0.425781	0.799805	-3.920000	72.590004	-21.840000	5.00	0.00	0.00
1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.00	0.00	-0.909180	0.538574	0.717285	8.470000	89.879997	-29.820000	5.00	0.00	0.00
1.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.790039	0.659180	0.717773	20.230000	108.570000	-30.380001	0.00	0.00	0.00
1.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.709961	0.808594	0.719238	32.060001	124.180000	-21.350000	0.00	0.00	0.00
1.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	-0.640137	0.818848	0.663086	53.060001	138.389999	-7.280000	5.00	0.00	0.00
1.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.513184	0.731445	0.783203	73.849998	152.809998	9.240000	0.00	0.00	0.00
1.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.268555	0.553711	0.965332	85.750000	156.169998	26.950001	3.00	0.00	0.00
1.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.00	0.00	0.023926	0.291992	0.808105	92.959999	149.589996	40.810001	5.00	0.00	0.00
1.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.276855	0.034180	0.592773	100.519997	145.809998	44.939999	0.00	0.00	0.00
1.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.25	0.00	0.00	0.00	0.536133	-0.169922	0.603027	106.330002	146.930008	38.779999	5.00	0.00	0.00
1.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	1.090820	-1.607910	1.542480	88.690002	132.789993	19.250000	5.00	0.00	0.00
1.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.75	0.50	0.00	0.00	0.50	1.602539	-1.436523	0.955078	-4.060000	85.260002	4.620000	23.00	0.00	0.00
1.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.75	1.00	1.00	0.00	0.00	0.50	1.651367	-0.425293	1.049805	-80.080002	49.279999	-24.150000	35.00	0.00	0.00
1.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.00	1.25	2.00	2.00	0.00	0.00	1.00	-0.540527	0.978027	0.827148	-67.129997	22.680000	-50.049999	71.00	0.22	-0.22
1.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	2.00	2.50	3.50	0.00	0.00	1.25	-1.838379	0.186523	2.640137	-33.670002	-15.260000	-62.720001	104.00	0.22	-0.23
1.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.50	2.25	3.50	5.00	0.00	0.00	1.50	-0.506836	-0.007812	0.628418	-39.130001	-65.169998	-31.360001	134.00	0.21	-0.25
1.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.50	3.25	5.00	7.00	0.25	0.00	1.75	-0.287598	0.372559	1.224121	-41.930000	-80.919998	-16.030001	185.00	0.21	-0.25
1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.25	2.00	4.50	7.25	8.00	0.25	0.00	2.00	-0.536133	0.169434	0.948730	-19.250000	-79.590004	-1.330000	247.00	0.21	-0.24
1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	2.50	6.75	8.50	9.00	0.50	0.00	2.25	-0.536133	0.169434	0.948730	-19.250000	-79.590004	-1.330000	305.00	0.21	-0.23
1.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.50	2.75	8.25	9.25	9.75	0.75	0.25	2.50	-0.393066	0.232910	1.017578	-24.010000	-77.419998	4.480000	347.00	0.21	-0.22
1.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.75	3.25	9.00	10.25	10.75	1.25	0.50	2.75	-0.385742	0.240723	0.931641	-18.620001	-80.290001	7.770000	399.00	0.21	-0.22
1.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.50	3.50	9.75	11.00	11.75	1.25	0.50	3.00	-0.397949	0.219727	0.918945	-17.500000	-78.330002	7.490000	431.00	0.21	-0.23
1.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.75	4.25	10.25	11.75	12.75	1.25	0.50	3.25	-0.374023	0.226562	0.923340	-19.879999	-75.389999	7.280000	466.00	0.21	-0.22
1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.75	4.75	11.00	12.50	13.25	1.75	0.50	3.50	-0.360352	0.227051	0.913574	-24.219999	-70.349998	6.440000	504.00	0.21	-0.22
1.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	1.75	5.50	11.25	13.00	14.00	1.75	0.75	3.75	-0.337402	0.251465	0.911133	-25.760000	-66.010002	5.600000	534.00	0.21	-0.22
2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	2.25	6.50	12.00	13.75	14.25	2.25	0.75	4.00	-0.345215	0.246094	0.919434	-25.270000	-60.830002	2.940000	579.00	0.21	-0.21
2.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	2.75	7.75	12.50	14.00	14.75	2.50	1.00	4.50	-0.328613	0.254883	0.932617	-24.780001	-55.299999	-1.610000	625.00	0.21	-0.20
2.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	3.25	8.00	13.00	14.50	15.00	2.50	1.00	4.75	-0.327148	0.228027	0.919922	-23.660000	-51.520000	-6.580000	649.00	0.21	-0.20
2.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	3.25	8.25	13.50	14.50	15.00	3.00	1.00	4.75	-0.332520	0.194824	0.931152	-21.070000	-48.369999	-8.680000	664.00	0.21	-0.19
2.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.50	3.50	9.00	13.75	15.00	15.25	2.75	1.00	5.00	-0.331543	0.170410	0.945312	-18.480000	-45.080002	-7.560000	689.00	0.21	-0.19
2.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	3.50	9.00	14.00	15.00	15.50	3.00	1.00	5.25	-0.313477	0.176270	0.944824	-16.660000	-41.160000	-4.900000	701.00	0.21	-0.19
2.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	4.25	9.25	14.25	15.25	15.50	3.25	1.25	5.25	-0.315430	0.170410	0.958008	-14.840000	-36.470001	-2.030000	723.00	0.21	-0.18
2.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.25	4.00	9.25	14.50	15.25	15.25	3.25	1.25	5.50	-0.300293	0.169434	0.972656	-12.250000	-28.910000	0.630000	729.00	0.21	-0.19
2.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.25	4.00	9.00	14.50	15.25	15.50	3.25	1.25	5.25	-0.303223	0.189453	0.988770	-9.450000	-18.340000	2.730000	728.00	0.21	-0.19
2.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.25	4.50	9.50	14.50	15.25	15.25	3.50	1.50	5.50	-0.295898	0.194336	0.971680	-6.090000	-6.020000	3.150000	743.00	0.21	-0.18
2.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.75	4.50	9.50	14.25	15.00	15.00	3.50	1.50	5.50	-0.298828	0.196777	0.969238	-2.800000	5.600000	2.170000	728.00	0.21	-0.18
2.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.50	4.25	9.25	14.25	14.75	15.00	3.50	1.50	5.25	-0.301758	0.187500	0.962891	0.490000	17.080000	0.980000	714.00	0.22	-0.18
2.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	4.25	9.25	14.00	14.75	14.75	3.50	1.50	5.25	-0.312500	0.184082	0.953125	3.780000	27.930000	-0.000000	706.00	0.22	-0.18
2.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	4.25	9.50	14.00	14.75	14.50	4.25	1.50	5.50	-0.330078	0.177246	0.928223	5.530000	36.540001	-0.490000	714.00	0.22	-0.17
2.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	4.25	9.25	14.00	14.50	14.25	4.25	1.50	5.25	-0.322754	0.187012	0.929199	6.370000	42.770000	-0.350000	701.00	0.22	-0.17
2.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	4.50	9.25	13.75	14.25	13.75	5.25	1.50	5.25	-0.334473	0.205566	0.909180	5.670000	48.650002	-0.700000	700.00	0.22	-0.16
2.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	4.25	9.50	13.50	14.00	13.50	5.50	1.75	5.50	-0.343262	0.215820	0.885254	3.430000	50.259998	-2.800000	690.00	0.23	-0.16
2.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.00	9.75	13.75	14.00	13.25	6.50	2.00	5.50	-0.346680	0.229004	0.875000	-0.070000	50.680000	-5.950000	697.00	0.23	-0.15
2.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	5.00	10.00	13.75	14.00	13.00	7.25	2.25	5.75	-0.369141	0.206055	0.873535	0.210000	51.029999	-9.520000	721.00	0.24	-0.14
2.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	5.00	10.25	13.75	13.75	12.75	7.75	2.50	6.00	-0.373047	0.197754	0.903320	-0.350000	53.270000	-11.620000	724.00	0.24	-0.13
2.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.75	5.50	10.75	14.00	13.75	12.50	8.50	2.75	6.25	-0.391602	0.199219	0.914551	-3.080000	58.099998	-12.740000	746.00	0.24	-0.13
2.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	6.25	11.25	14.25	13.50	12.00	9.50	3.00	6.50	-0.397949	0.192871	0.932129	-8.120000	63.700001	-13.790000	765.00	0.25	-0.11
2.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	7.00	11.75	14.00	13.50	11.75	10.75	3.50	6.75	-0.405762	0.200195	0.901855	-13.930000	69.650002	-14.910000	793.00	0.25	-0.10
2.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	7.75	12.25	14.25	13.25	11.50	12.25	4.75	6.75	-0.417969	0.203125	0.915039	-18.200001	74.900002	-16.799999	820.00	0.26	-0.09
2.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	8.25	12.75	14.25	13.00	10.75	14.25	5.75	7.25	-0.428223	0.200684	0.937988	-23.450001	80.430000	-19.389999	861.00	0.26	-0.08
2.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	9.00	13.50	14.25	13.00	10.25	15.75	6.50	7.50	-0.452637	0.248535	0.892090	-29.820000	87.080002	-23.799999	896.00	0.27	-0.07
2.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	9.75	14.00	14.00	12.75	9.75	17.50	7.50	7.75	-0.463867	0.200684	0.918945	-28.000000	94.989998	-28.840000	928.00	0.27	-0.06
2.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	10.25	14.50	14.25	12.50	9.25	19.00	8.00	8.25	-0.492676	0.195312	0.942871	-29.469999	102.269997	-32.549999	952.00	0.28	-0.05
2.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	11.25	15.00	14.00	12.00	8.75	20.50	8.50	8.75	-0.489258	0.174316	0.964355	-31.430000	112.279999	-35.070000	979.00	0.28	-0.04
2.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	11.75	15.25	14.00	11.75	8.25	21.75	9.25	9.00	-0.538574	0.154297	1.003418	-33.250000	126.000000	-36.750000	1001.00	0.28	-0.03
2.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	12.25	15.75	13.75	11.25	7.75	22.50	9.50	9.50	-0.559082	0.188477	0.969238	-34.020000	142.520004	-38.990002	1013.00	0.28	-0.02
2.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	12.75	16.00	13.75	11.00	7.25	23.50	10.00	9.75	-0.570312	0.130859	0.983887	-34.160000	163.380005	-40.950001	1026.00	0.29	-0.02
2.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	13.00	16.50	13.50	10.50	6.50	23.75	10.50	10.25	-0.586426	0.133789	1.008789	-35.070000	188.860001	-44.170002	1026.00	0.29	-0.01
2.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	13.00	16.50	13.25	10.00	6.00	24.00	10.75	10.75	-0.648438	0.114746	0.991699	-38.360001	217.350006	-46.270000	1022.00	0.29	-0.01
2.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	13.00	17.00	13.25	9.25	5.25	24.25	10.50	11.00	-0.661621	0.097656	1.074219	-50.750000	288.119995	-48.369999	1009.00	0.29	-0.00
2.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	16.75	13.00	8.75	4.50	24.00	10.75	11.00	-0.726562	0.135742	1.012695	-53.689999	330.190002	-49.000000	983.00	0.30	0.00
2.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00	16.50	12.75	8.25	4.00	23.50	10.50	11.00	-0.873047	0.164551	1.130371	-52.150002	374.149994	-50.540001	954.00	0.30	0.00
2.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.50	15.75	12.25	8.00	2.75	22.75	10.00	10.75	-1.059570	0.142090	1.259277	-43.259998	414.470001	-50.400002	895.00	0.30	0.01
2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	9.00	14.25	11.50	7.25	2.50	21.25	9.50	9.75	-1.574219	0.110352	1.674805	-16.940001	451.920013	-41.090000	822.00	0.30	0.00
2.39	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	7.50	12.50	10.50	6.00	2.00	19.25	8.50	8.75	-2.028809	-0.110840	1.990723	14.910000	483.910004	-21.559999	727.00	0.30	0.01
2.40	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	6.25	10.75	8.75	4.50	1.00	16.25	7.25	7.00	-2.310059	0.006348	2.900391	51.590000	504.070007	7.840000	602.00	0.30	0.02
2.41	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	5.25	9.00	6.75	3.50	0.50	12.50	5.25	5.50	-2.583008	0.427734	2.906738	92.120003	516.320007	41.299999	473.00	0.30	0.02
2.42	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	3.50	7.50	5.00	2.75	0.50	8.75	3.75	3.75	-2.164062	0.310059	3.351074	151.830002	506.450012	48.230000	348.00	0.30	0.02
2.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.75	6.00	3.50	2.25	0.50	6.50	2.50	2.00	-1.838867	0.366699	3.630859	204.750000	482.929993	30.450001	256.00	0.30	0.02
2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.75	2.75	1.50	0.50	3.75	1.00	0.75	-0.908203	0.450684	3.940918	219.520004	449.470001	10.920000	171.00	0.28	0.02
2.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	1.75	1.00	0.25	1.50	0.25	0.50	0.224121	0.634766	3.460449	192.850006	406.630005	-30.030001	93.00	0.27	0.01
2.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	1.50	0.50	0.00	1.00	0.00	0.25	0.228516	0.384277	2.686523	116.760002	370.649994	-47.740002	70.00	0.26	0.04
2.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	2.25	1.25	0.75	0.00	0.25	0.00	0.25	-0.211426	2.076172	6.801758	19.530001	224.839996	-3.360000	54.00	0.24	-0.01
